molid,identifiere,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,bigW,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr07,D/Dr08,D/Dr09,D/Dr10,D/Dr11,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..O),T(O..S),T(O..P),T(O..F),T(O..Cl),T(O..Br),T(O..I),T(S..S),T(S..P),T(S..F),T(S..Cl),T(S..Br),T(S..I),T(P..P),T(P..F),T(P..Cl),T(P..Br),T(P..I),T(F..F),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),T(Br..I),T(I..I)
21,C4H8O,16.0,58.0,14.0,38.0,1.0,1.792,1.304,1.431,0.747,11.0,1.0,2.0,9.7569999999999997,7.2000000000000002,0.436,68.0,155.0,36.0,107.0,4.3010000000000002,2.8039999999999998,18.0,1.8,5.2220000000000004,6.6669999999999998,18.0,-3.4889999999999999,1.542,0.0,28.0,5.6669999999999998,18.0,28.0,5.6669999999999998,10.0,18.0,15.5,15.500999999999999,17.908000000000001,15.507,18.399999999999999,2.54,2.9409999999999998,2.9399999999999999,2.552,2.9390000000000001,2.4870000000000001,1.4119999999999999,2.8130000000000002,5.625,4.7350000000000003,11.609999999999999,4.6749999999999998,1.9470000000000001,3.6749999999999998,1.821,1.3240000000000001,0.51700000000000002,0.20000000000000001,0.0,0.0,0.5,19.0,13.0,2.6000000000000001,0.47999999999999998,1.3600000000000001,5.0,11.0,4.0,13.0,0.97099999999999997,0.97099999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,C7H14O,28.0,70.0,26.0,50.0,1.0,3.871,1.5,1.6220000000000001,0.50800000000000001,17.0,1.0,5.0,23.693999999999999,19.75,0.43099999999999999,288.0,462.0,211.0,438.0,8.3699999999999992,4.7869999999999999,79.0,2.8210000000000002,9.7309999999999999,14.1,79.0,-9.1630000000000003,2.9990000000000001,0.0,185.0,10.862,79.0,185.0,10.862,28.0,79.0,74.625,74.626999999999995,78.838999999999999,74.637,79.700999999999993,2.7160000000000002,2.851,2.851,2.7200000000000002,2.851,2.6960000000000002,1.349,3.319,6.915,14.042,24.0,7.6749999999999998,4.8250000000000002,6.8890000000000002,4.6289999999999996,1.399,0.502,0.21199999999999999,0.086999999999999994,0.042999999999999997,1.0,65.0,39.0,4.875,0.90600000000000003,3.75,15.0,38.0,12.0,18.0,1.9059999999999999,1.9059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,C6H12O,24.0,66.0,22.0,46.0,1.0,3.1779999999999999,1.448,1.575,0.56100000000000005,15.0,1.0,4.0,18.738,14.856999999999999,0.43099999999999999,190.0,329.0,130.0,293.0,7.056,4.1660000000000004,52.0,2.476,8.2119999999999997,11.483000000000001,52.0,-6.9619999999999997,2.5350000000000001,0.0,108.0,9.0999999999999996,52.0,108.0,9.0999999999999996,21.0,52.0,48.25,48.252000000000002,51.862000000000002,48.259999999999998,52.600999999999999,2.6779999999999999,2.8620000000000001,2.8620000000000001,2.6840000000000002,2.8610000000000002,2.6520000000000001,1.359,3.2029999999999998,6.5780000000000003,10.538,19.651,6.6749999999999998,3.8519999999999999,5.6749999999999998,3.673,1.3819999999999999,0.502,0.20899999999999999,0.085000000000000006,0.043999999999999997,0.66700000000000004,47.0,29.0,4.1429999999999998,0.73499999999999999,2.7349999999999999,11.0,27.0,9.0,17.0,1.5569999999999999,1.5569999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,C6H10O,24.0,76.0,23.0,54.0,1.0,3.1779999999999999,1.448,1.575,0.56100000000000005,15.0,1.0,5.0,18.446999999999999,14.286,0.40999999999999998,182.0,358.0,122.0,356.0,6.9459999999999997,4.1269999999999998,50.0,2.3809999999999998,8.2829999999999995,11.617000000000001,50.0,-6.6950000000000003,2.1949999999999998,0.0,99.0,9.1999999999999993,50.0,99.0,9.1999999999999993,21.0,50.0,40.25,40.252000000000002,43.862000000000002,40.259999999999998,44.600999999999999,2.8319999999999999,3.5470000000000002,3.5470000000000002,3.2949999999999999,3.5459999999999998,3.2490000000000001,1.135,2.8260000000000001,5.6669999999999998,8.1940000000000008,19.651,6.4160000000000004,3.6000000000000001,3.2400000000000002,3.2999999999999998,1.214,0.5,0.26700000000000002,0.095000000000000001,0.021999999999999999,0.66700000000000004,45.0,28.0,4.0,0.57099999999999995,2.6120000000000001,10.0,30.0,9.0,17.0,1.5569999999999999,1.5569999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,C8H16O,32.0,74.0,30.0,54.0,1.0,4.5640000000000001,1.5429999999999999,1.661,0.46800000000000003,19.0,1.0,6.0,28.896999999999998,25.332999999999998,0.42999999999999999,416.0,631.0,320.0,623.0,9.6440000000000001,5.3769999999999998,114.0,3.1669999999999998,11.263,16.835999999999999,114.0,-11.663,3.4489999999999998,0.0,297.0,12.648,114.0,297.0,12.648,36.0,114.0,109.0,109.003,113.816,109.014,114.801,2.7469999999999999,2.851,2.851,2.75,2.8500000000000001,2.7309999999999999,1.3420000000000001,3.407,7.1630000000000003,17.975000000000001,28.529,8.6750000000000007,5.806,7.6749999999999998,5.5960000000000001,1.4119999999999999,0.502,0.216,0.090999999999999998,0.044999999999999998,0.75,87.0,51.0,5.6669999999999998,1.0369999999999999,4.8150000000000004,19.0,57.0,16.0,21.0,1.9750000000000001,1.9750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,C8H10O,38.0,94.0,40.0,82.0,4.0,5.9509999999999996,1.8620000000000001,1.9370000000000001,0.40999999999999998,19.0,1.0,8.0,27.183,20.888999999999999,0.34699999999999998,399.0,692.0,343.0,946.0,9.0990000000000002,3.0939999999999999,94.0,2.6110000000000002,12.849,18.683,75.0,0.0,2.036,1.792,203.0,14.414,166.0,527.0,6.0700000000000003,22.686,250.0,74.0,74.004999999999995,83.631,74.027000000000001,85.602000000000004,2.0779999999999998,2.6659999999999999,2.6659999999999999,2.4399999999999999,2.665,2.399,1.26,2.52,5.0800000000000001,8.1969999999999992,24.529,6.3040000000000003,3.2549999999999999,1.8600000000000001,2.2799999999999998,1.0269999999999999,0.51500000000000001,0.28399999999999997,0.158,0.078,1.0,81.0,42.0,4.6669999999999998,0.81499999999999995,3.2349999999999999,15.0,53.0,15.0,4.0,1.409,1.891,0.0,0.0,0.0,26.885999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,C8H11N,38.0,78.0,40.0,78.0,4.0,5.9509999999999996,1.8620000000000001,1.9370000000000001,0.40999999999999998,18.5,1.0,8.0,27.183,20.888999999999999,0.34699999999999998,399.0,616.0,343.0,766.0,9.0990000000000002,3.0939999999999999,94.0,2.6110000000000002,12.849,18.683,75.0,0.0,2.036,1.792,203.0,14.414,166.0,527.0,6.0700000000000003,22.686,250.0,74.856999999999999,74.858000000000004,79.512,74.897000000000006,80.799999999999997,2.0779999999999998,2.6440000000000001,2.6440000000000001,2.5310000000000001,2.6429999999999998,2.5019999999999998,0.76000000000000001,1.361,3.2400000000000002,7.242,24.529,6.3040000000000003,3.2549999999999999,1.8600000000000001,2.2799999999999998,1.0569999999999999,0.51500000000000001,0.28399999999999997,0.158,0.078,1.0,81.0,42.0,4.6669999999999998,0.81499999999999995,3.2349999999999999,15.0,53.0,15.0,4.0,1.409,1.891,0.0,0.0,0.0,26.885999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,C10H18O,50.0,92.0,56.0,82.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,14.0,36.305999999999997,27.635999999999999,0.29099999999999998,621.0,840.0,529.0,868.0,10.922000000000001,5.7610000000000001,152.0,2.7639999999999998,16.908000000000001,26.332999999999998,126.0,0.0,1.887,1.792,333.0,19.381,264.0,881.0,9.5790000000000006,35.726999999999997,397.0,145.75,145.75299999999999,151.76900000000001,145.767,153.001,2.4020000000000001,2.488,2.488,2.4049999999999998,2.488,2.3889999999999998,1.1479999999999999,4.3949999999999996,9.5399999999999991,20.113,38.054000000000002,8.7690000000000001,3.8940000000000001,2.0499999999999998,3.1040000000000001,1.304,0.56000000000000005,0.34200000000000003,0.16600000000000001,0.072999999999999995,1.0,99.0,52.0,4.7270000000000003,0.71099999999999997,4.3970000000000002,19.0,95.0,19.0,12.0,1.4550000000000001,1.79,0.0,0.0,0.0,34.942999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,C10H18O,50.0,92.0,56.0,82.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,14.0,36.305999999999997,27.635999999999999,0.29099999999999998,621.0,840.0,529.0,868.0,10.922000000000001,5.7610000000000001,152.0,2.7639999999999998,16.908000000000001,26.332999999999998,126.0,0.0,1.887,1.792,333.0,19.381,264.0,881.0,9.5790000000000006,35.726999999999997,397.0,145.75,145.75299999999999,151.76900000000001,145.767,153.001,2.4020000000000001,2.488,2.488,2.4049999999999998,2.488,2.3889999999999998,1.1479999999999999,4.3949999999999996,9.5399999999999991,20.113,38.054000000000002,8.7690000000000001,3.8940000000000001,2.0499999999999998,3.1040000000000001,1.304,0.56000000000000005,0.34200000000000003,0.16600000000000001,0.072999999999999995,1.0,99.0,52.0,4.7270000000000003,0.71099999999999997,4.3970000000000002,19.0,95.0,19.0,12.0,1.4550000000000001,1.79,0.0,0.0,0.0,34.942999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,C10H18O,50.0,92.0,56.0,82.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,14.0,36.305999999999997,27.635999999999999,0.29099999999999998,621.0,840.0,529.0,868.0,10.922000000000001,5.7610000000000001,152.0,2.7639999999999998,16.908000000000001,26.332999999999998,126.0,0.0,1.887,1.792,333.0,19.381,264.0,881.0,9.5790000000000006,35.726999999999997,397.0,145.75,145.75299999999999,151.76900000000001,145.767,153.001,2.4020000000000001,2.488,2.488,2.4049999999999998,2.488,2.3889999999999998,1.1479999999999999,4.3949999999999996,9.5399999999999991,20.113,38.054000000000002,8.7690000000000001,3.8940000000000001,2.0499999999999998,3.1040000000000001,1.304,0.56000000000000005,0.34200000000000003,0.16600000000000001,0.072999999999999995,1.0,99.0,52.0,4.7270000000000003,0.71099999999999997,4.3970000000000002,19.0,95.0,19.0,12.0,1.4550000000000001,1.79,0.0,0.0,0.0,34.942999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,C10H18O,50.0,92.0,56.0,82.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,14.0,36.305999999999997,27.635999999999999,0.29099999999999998,621.0,840.0,529.0,868.0,10.922000000000001,5.7610000000000001,152.0,2.7639999999999998,16.908000000000001,26.332999999999998,126.0,0.0,1.887,1.792,333.0,19.381,264.0,881.0,9.5790000000000006,35.726999999999997,397.0,145.75,145.75299999999999,151.76900000000001,145.767,153.001,2.4020000000000001,2.488,2.488,2.4049999999999998,2.488,2.3889999999999998,1.1479999999999999,4.3949999999999996,9.5399999999999991,20.113,38.054000000000002,8.7690000000000001,3.8940000000000001,2.0499999999999998,3.1040000000000001,1.304,0.56000000000000005,0.34200000000000003,0.16600000000000001,0.072999999999999995,1.0,99.0,52.0,4.7270000000000003,0.71099999999999997,4.3970000000000002,19.0,95.0,19.0,12.0,1.4550000000000001,1.79,0.0,0.0,0.0,34.942999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,C10H18O,54.0,96.0,60.0,86.0,8.0,6.3559999999999999,1.5900000000000001,1.782,0.39700000000000002,23.0,4.0,14.0,35.744,26.181999999999999,0.27300000000000002,591.0,804.0,493.0,820.0,10.709,6.3529999999999998,144.0,2.6179999999999999,17.363,27.016999999999999,118.0,0.0,1.661,1.792,298.0,19.966999999999999,256.0,830.0,9.9760000000000009,35.433,383.0,137.75,137.75299999999999,143.76900000000001,137.767,145.001,2.5449999999999999,2.641,2.641,2.548,2.641,2.5310000000000001,1.177,4.4409999999999998,9.8870000000000005,21.382000000000001,33.298999999999999,8.7690000000000001,2.9630000000000001,2.0499999999999998,2.3620000000000001,1.2390000000000001,0.60199999999999998,0.317,0.153,0.058999999999999997,0.66700000000000004,85.0,45.0,4.0910000000000002,0.66100000000000003,3.9830000000000001,18.0,90.0,13.0,18.0,1.1599999999999999,1.573,0.0,0.0,0.0,34.704999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,C10H18O,54.0,96.0,60.0,86.0,8.0,6.3559999999999999,1.5900000000000001,1.782,0.39700000000000002,23.0,4.0,14.0,35.744,26.181999999999999,0.27300000000000002,591.0,804.0,493.0,820.0,10.709,6.3529999999999998,144.0,2.6179999999999999,17.363,27.016999999999999,118.0,0.0,1.661,1.792,298.0,19.966999999999999,256.0,830.0,9.9760000000000009,35.433,383.0,137.75,137.75299999999999,143.76900000000001,137.767,145.001,2.5449999999999999,2.641,2.641,2.548,2.641,2.5310000000000001,1.177,4.4409999999999998,9.8870000000000005,21.382000000000001,33.298999999999999,8.7690000000000001,2.9630000000000001,2.0499999999999998,2.3620000000000001,1.2390000000000001,0.60199999999999998,0.317,0.153,0.058999999999999997,0.66700000000000004,85.0,45.0,4.0910000000000002,0.66100000000000003,3.9830000000000001,18.0,90.0,13.0,18.0,1.1599999999999999,1.573,0.0,0.0,0.0,34.704999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,C7H5Cl3O,52.0,120.815,59.0,119.333,7.0,6.4740000000000002,1.6100000000000001,1.8009999999999999,0.39300000000000002,24.0,4.0,15.0,35.868000000000002,26.545000000000002,0.27800000000000002,593.0,883.92600000000004,493.0,965.03700000000003,10.727,6.5910000000000002,146.0,2.6549999999999998,17.212,26.817,115.0,0.0,1.268,1.792,307.0,19.780999999999999,264.0,844.0,8.7650000000000006,33.713999999999999,403.0,90.254999999999995,89.847999999999999,143.376,103.468,144.494,2.516,4.0069999999999997,4.0220000000000002,2.7290000000000001,3.589,2.7160000000000002,1.2450000000000001,1.6299999999999999,12.423,14.789,32.054000000000002,9.1300000000000008,3.6269999999999998,1.994,3.0099999999999998,1.0820000000000001,0.57799999999999996,0.34799999999999998,0.184,0.066000000000000003,1.0,91.0,48.0,4.3639999999999999,0.82599999999999996,4.4130000000000003,20.0,72.0,16.0,18.0,1.1599999999999999,1.859,0.0,0.0,0.0,34.057000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
35,C8H8O2,46.0,146.0,51.0,131.0,6.0,6.0679999999999996,1.667,1.835,0.40600000000000003,22.0,3.0,12.0,31.103999999999999,22.800000000000001,0.29299999999999998,474.0,964.0,396.0,1446.0,9.7880000000000003,5.2480000000000002,114.0,2.5329999999999999,15.163,22.899999999999999,91.332999999999998,0.0,1.5629999999999999,1.792,231.0,17.266999999999999,210.0,671.0,7.7149999999999999,27.742999999999999,314.0,84.125,84.134,100.377,84.171000000000006,103.703,2.3959999999999999,3.254,3.254,2.8300000000000001,3.2530000000000001,2.7589999999999999,1.78,3.706,13.532999999999999,15.492000000000001,33.219000000000001,6.9699999999999998,2.6280000000000001,1.4339999999999999,1.8320000000000001,0.90200000000000002,0.57299999999999995,0.32700000000000001,0.16,0.062,0.66700000000000004,76.0,40.0,4.0,0.59999999999999998,3.6000000000000001,16.0,68.0,12.0,11.0,1.1850000000000001,1.571,0.0,0.0,0.0,30.513999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,C9H10O,46.0,122.0,51.0,115.0,6.0,6.0679999999999996,1.667,1.835,0.40600000000000003,21.0,3.0,12.0,31.103999999999999,22.800000000000001,0.29299999999999998,474.0,836.0,396.0,1094.0,9.7880000000000003,5.2480000000000002,114.0,2.5329999999999999,15.163,22.899999999999999,91.332999999999998,0.0,1.5629999999999999,1.792,231.0,17.266999999999999,210.0,671.0,7.7149999999999999,27.742999999999999,314.0,86.375,86.378,91.792000000000002,86.390000000000001,92.900999999999996,2.3959999999999999,3.1859999999999999,3.1859999999999999,3.0369999999999999,3.1850000000000001,3.0089999999999999,1.53,3.8660000000000001,7.7320000000000002,12.1,31.219000000000001,7.0090000000000003,2.653,1.452,1.8600000000000001,0.98399999999999999,0.57299999999999995,0.32700000000000001,0.16,0.062,0.66700000000000004,76.0,40.0,4.0,0.59999999999999998,3.6000000000000001,16.0,68.0,12.0,11.0,1.1850000000000001,1.571,0.0,0.0,0.0,30.513999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,C10H12O,52.0,130.0,58.0,125.0,7.0,6.4740000000000002,1.6100000000000001,1.8009999999999999,0.39300000000000002,23.0,4.0,14.0,36.164000000000001,27.273,0.28899999999999998,611.0,1025.0,513.0,1299.0,10.833,6.6379999999999999,150.0,2.7269999999999999,17.106000000000002,26.600000000000001,119.0,0.0,1.6020000000000001,1.792,327.0,19.629000000000001,260.0,832.0,9.2530000000000001,35.276000000000003,399.0,115.083,115.087,121.10299999999999,115.09999999999999,122.334,2.4369999999999998,3.2240000000000002,3.2240000000000002,3.097,3.2229999999999999,3.073,1.5249999999999999,3.9780000000000002,8.0540000000000003,14.776,34.054000000000002,7.9969999999999999,2.8719999999999999,1.6739999999999999,2.0880000000000001,1.0069999999999999,0.58699999999999997,0.32600000000000001,0.159,0.067000000000000004,1.0,95.0,50.0,4.5449999999999999,0.95899999999999996,4.5289999999999999,20.0,80.0,16.0,18.0,1.1599999999999999,1.9359999999999999,0.0,0.0,0.0,34.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,C7H16O,28.0,52.0,27.0,39.0,1.0,3.871,1.5,1.6220000000000001,0.50800000000000001,17.0,1.0,6.0,23.369,19.0,0.40999999999999998,276.0,380.0,199.0,331.0,8.2550000000000008,4.7380000000000004,76.0,2.714,9.8140000000000001,14.266999999999999,76.0,-8.8149999999999995,2.6819999999999999,0.0,170.0,10.981,76.0,170.0,10.981,28.0,76.0,74.25,74.254000000000005,82.677000000000007,74.274000000000001,84.402000000000001,2.8620000000000001,2.923,2.923,2.6619999999999999,2.9220000000000002,2.6160000000000001,1.3799999999999999,2.9889999999999999,6.2889999999999997,14.837,24.0,7.9610000000000003,5.1050000000000004,4.9610000000000003,5.0800000000000001,1.4950000000000001,0.5,0.26200000000000001,0.094,0.047,1.0,63.0,38.0,4.75,0.81299999999999994,3.5,14.0,40.0,12.0,18.0,1.9059999999999999,1.9059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,C7H16O,28.0,52.0,27.0,39.0,1.0,3.871,1.5,1.6220000000000001,0.50800000000000001,17.0,1.0,6.0,23.369,19.0,0.40999999999999998,276.0,380.0,199.0,331.0,8.2550000000000008,4.7380000000000004,76.0,2.714,9.8140000000000001,14.266999999999999,76.0,-8.8149999999999995,2.6819999999999999,0.0,170.0,10.981,76.0,170.0,10.981,28.0,76.0,74.25,74.254000000000005,82.677000000000007,74.274000000000001,84.402000000000001,2.8620000000000001,2.923,2.923,2.6619999999999999,2.9220000000000002,2.6160000000000001,1.3799999999999999,2.9889999999999999,6.2889999999999997,14.837,24.0,7.9610000000000003,5.1050000000000004,4.9610000000000003,5.0800000000000001,1.4950000000000001,0.5,0.26200000000000001,0.094,0.047,1.0,63.0,38.0,4.75,0.81299999999999994,3.5,14.0,40.0,12.0,18.0,1.9059999999999999,1.9059999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,C13H18O2,66.0,172.0,70.0,154.0,6.0,9.5340000000000007,1.7649999999999999,1.8879999999999999,0.32400000000000001,32.0,3.0,16.0,61.363999999999997,60.799999999999997,0.34899999999999998,1837.0,2919.0,1709.0,4091.0,15.909000000000001,7.8780000000000001,456.0,4.343,23.033999999999999,38.860999999999997,418.0,0.0,4.625,1.792,1570.0,26.603000000000002,600.0,2566.0,17.835000000000001,84.736999999999995,913.0,385.25,385.32100000000003,518.88199999999995,385.62799999999999,546.22400000000005,1.958,2.3069999999999999,2.306,1.714,2.3039999999999998,1.6299999999999999,1.7749999999999999,4.1319999999999997,11.884,27.189,52.603000000000002,11.929,6.3609999999999998,4.7530000000000001,5.0590000000000002,1.081,0.55300000000000005,0.29599999999999999,0.121,0.059999999999999998,1.0,237.0,121.0,8.0670000000000002,1.2709999999999999,9.7870000000000008,46.0,222.0,31.0,16.0,2.2879999999999998,2.4729999999999999,0.0,0.0,0.0,55.936999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
